"Name","Rank","Number of Births"
"Jeffrey","189","15"
"Fergus","189","15"
"Calum","196","14"
"Isaac","196","14"
"Zachary","196","14"
"Gregory","196","14"
"Damian","196","14"
"Emmett","196","14"
"Gerald","196","14"
"Myles","203","13"
"Aron","203","13"
"Cornelius","203","13"
"Brad","203","13"
"Jonathon","203","13"
"Nigel","203","13"
"Finn","209","12"
"Leo","209","12"
"Donnacha","209","12"
"Danny","209","12"
"Shay","209","12"
"Tiarnan","209","12"
"Aran","209","12"
"Pauric","209","12"
"Diarmaid","209","12"
"Phillip","209","12"
"Ricky","209","12"
"Gordon","209","12"
"Garry","209","12"
"Jeff","209","12"
"Garreth","209","12"
"Noah","224","11"
"Max","224","11"
"Joe","224","11"
"Tommy","224","11"
"Tadgh","224","11"
"Troy","224","11"
"Arthur","224","11"
"Pearse","224","11"
"Conal","224","11"
"Hayden","233","10"
"Ivan","233","10"
"Stefan","233","10"
"Aiden","233","10"
"Peadar","233","10"
"Terry","233","10"
"Paraic","233","10"
"Darryl","233","10"
"Geoffrey","233","10"
"Lucas","242","9"
"Muhammad","242","9"
"Hugo","242","9"
"Eugene","242","9"
"Robin","242","9"
"Edmund","242","9"
"Douglas","242","9"
"Darrell","242","9"
"Greg","242","9"
"Blake","251","8"
"Jesse","251","8"
"Donagh","251","8"
"Shea","251","8"
"Aodhan","251","8"
"Kane","251","8"
"Austin","251","8"
"Jim","251","8"
"Keane","251","8"
"Colum","251","8"
"Oscar","261","7"
"Bobby","261","7"
"Tyler","261","7"
"Cody","261","7"
"Paddy","261","7"
"Taylor","261","7"
"Ferdia","261","7"
"Robbie","261","7"
"Donnchadh","261","7"
"Bill","261","7"
"Leigh","261","7"
"Johnathan","261","7"
"Iain","261","7"
"Arran","261","7"
"Cal","261","7"
"Syed","261","7"
"Allan","261","7"
"Eimhin","261","7"
"Evin","261","7"
"Fearghal","261","7"
"Dayle","261","7"
"Finnian","261","7"
"Omar","261","7"
"Darran","261","7"
"Finbar","261","7"
"Mohammad","286","6"
"Conn","286","6"
"Conan","286","6"
"Zak","286","6"
"Mohammed","286","6"
"Ultan","286","6"
"Davin","286","6"
"Cory","286","6"
"Dion","286","6"
"Damon","286","6"
"Anton","286","6"
"Jarlath","286","6"
"Aonghus","286","6"
"Garrett","286","6"
"Feargal","286","6"
"Kieron","286","6"
"Stewart","286","6"
"Jude","303","5"
"Theo","303","5"
"Joel","303","5"
"Travis","303","5"
"Ali","303","5"
"Naoise","303","5"
"Johnny","303","5"
"Elliott","303","5"
"Nicolas","303","5"
"Caoimhin","303","5"
"Derry","303","5"
"Rossa","303","5"
"Malachy","303","5"
"Ruaidhri","303","5"
"Albert","303","5"
"Andy","303","5"
"Frederick","303","5"
"Julian","303","5"
"Domhnall","303","5"
"Kelan","303","5"
"Kristian","303","5"
"Eoghain","303","5"
"Kurt","303","5"
"Tyrone","303","5"
"Alec","303","5"
"Calem","303","5"
"Graeme","303","5"
"Aengus","303","5"
"Ashley","303","5"
"Edmond","303","5"
"Malcolm","303","5"
"Coilin","303","5"
"Gavan","303","5"
"Jordon","303","5"
"Daithi","337","4"
"Jay","337","4"
"Victor","337","4"
"Logan","337","4"
"Elliot","337","4"
"Toby","337","4"
"Emmanuel","337","4"
"Jonah","337","4"
"Ruadhan","337","4"
"Olan","337","4"
"Tim","337","4"
"Cuan","337","4"
"Devin","337","4"
"Jeremy","337","4"
"Antonio","337","4"
"Fabian","337","4"
"Kilian","337","4"
"Brion","337","4"
"Casey","337","4"
"Dennis","337","4"
"Byron","337","4"
"Jody","337","4"
"Cain","337","4"
"Cullen","337","4"
"Jerome","337","4"
"Kallum","337","4"
"Kalvin","337","4"
"Lawrence","337","4"
"Neal","337","4"
"Taidgh","337","4"
"Allen","337","4"
"Don","337","4"
"Walter","337","4"
"Barra","337","4"
"Dylon","337","4"
"Fiach","337","4"
"Jessie","337","4"
"Caomhan","337","4"
"Faolan","337","4"
"Macdara","337","4"
"Ruari","337","4"
"Steve","337","4"
"Dillion","337","4"
"Jules","337","4"
"Lloyd","337","4"
"Kian","382","3"
"Zach","382","3"
"Luca","382","3"
"Sebastian","382","3"
"Reuben","382","3"
"Gabriel","382","3"
"Kai","382","3"
"Clayton","382","3"
"Rowan","382","3"
"Ahmed","382","3"
"Milo","382","3"
"Andre","382","3"
"Cole","382","3"
"Feidhlim","382","3"
"Hubert","382","3"
"Turlough","382","3"
"Gerry","382","3"
"Kalem","382","3"
"Luc","382","3"
"Chris","382","3"
"Finian","382","3"
"Leonard","382","3"
"Dane","382","3"
"Russell","382","3"
"Sami","382","3"
"Aedan","382","3"
"Phelim","382","3"
"Roberto","382","3"
"Tariq","382","3"
"Blaine","382","3"
"Caimin","382","3"
"Dillan","382","3"
"Eden","382","3"
"Khalid","382","3"
"Lachlan","382","3"
"Mel","382","3"
"Roger","382","3"
"Benedict","382","3"
"Ciarain","382","3"
"Connell","382","3"
"Culann","382","3"
"Danial","382","3"
"Jean","382","3"
"Harold","382","3"
"Pat","382","3"
"Augustine","382","3"
"Breen","382","3"
"Caelum","382","3"
"Cein","382","3"
"Clive","382","3"
"Deane","382","3"
"Glynn","382","3"
"Johnathon","382","3"
"Kenny","382","3"
"Leslie","382","3"
"Mitchell","382","3"
"Neville","382","3"
"Padraigh","382","3"
"Tylor","382","3"
"Antoine","382","3"
"Callaghan","382","3"
"Donall","382","3"
"Dwane","382","3"
"Eibhin","382","3"
"Kaylen","382","3"
"Odhean","382","3"
"Pauraic","382","3"
