"Name","Rank","Number of Births"
"Glenn","354","7"
"Tim","354","7"
"Louie","354","7"
"Andy","354","7"
"Diarmaid","354","7"
"Fabian","354","7"
"Finnan","354","7"
"Finian","354","7"
"Julian","354","7"
"Levi","354","7"
"Theodore","354","7"
"Colum","354","7"
"Conrad","354","7"
"Jared","354","7"
"Matt","354","7"
"Raphael","354","7"
"Regan","354","7"
"Cain","354","7"
"Denzel","354","7"
"Ellis","354","7"
"Evin","354","7"
"Alec","354","7"
"Finnian","354","7"
"Caelum","354","7"
"Greg","354","7"
"Ruarc","354","7"
"Antoni","384","6"
"Myles","384","6"
"Sonny","384","6"
"Igor","384","6"
"Diego","384","6"
"Jeremy","384","6"
"Krystian","384","6"
"Nojus","384","6"
"Pauric","384","6"
"Ruaidhri","384","6"
"Deividas","384","6"
"Frederick","384","6"
"Luc","384","6"
"Tobias","384","6"
"Cornelius","384","6"
"Darius","384","6"
"Dion","384","6"
"Rayan","384","6"
"Xavier","384","6"
"Abdul","384","6"
"Cayden","384","6"
"Jaden","384","6"
"Leonard","384","6"
"Byron","384","6"
"Edmund","384","6"
"Samson","384","6"
"Seth","384","6"
"Taha","384","6"
"Dale","384","6"
"Iarla","384","6"
"John Paul","384","6"
"Lachlan","384","6"
"Paidi","384","6"
"Edmond","384","6"
"Hughie","384","6"
"Omar","384","6"
"Jacques","384","6"
"Jonathon","384","6"
"Roland","384","6"
"Zac","423","5"
"Laurence","423","5"
"Marco","423","5"
"Freddie","423","5"
"Ibrahim","423","5"
"Kajus","423","5"
"Rossa","423","5"
"Aleksander","423","5"
"Andre","423","5"
"Antonio","423","5"
"Briain","423","5"
"Leigh","423","5"
"Maksim","423","5"
"Edwin","423","5"
"Emil","423","5"
"Hamza","423","5"
"Kalem","423","5"
"Kayden","423","5"
"Oliwier","423","5"
"Sean Og","423","5"
"Cristian","423","5"
"Eugene","423","5"
"Johnathan","423","5"
"Krzysztof","423","5"
"Robin","423","5"
"Yu","423","5"
"Brion","423","5"
"Caden","423","5"
"Phillip","423","5"
"Terry","423","5"
"Arran","423","5"
"Art","423","5"
"Cal","423","5"
"Jody","423","5"
"Keenan","423","5"
"Sami","423","5"
"Syed","423","5"
"Callan","423","5"
"Danielius","423","5"
"Elias","423","5"
"Gordon","423","5"
"Jarlath","423","5"
"Jerome","423","5"
"Konrad","423","5"
"Milan","423","5"
"Nedas","423","5"
"Niks","423","5"
"Rafael","423","5"
"Blaine","423","5"
"Cael","423","5"
"Caimin","423","5"
"Emanuel","423","5"
"Kevinas","423","5"
"Ralph","423","5"
"Timmy","423","5"
"Tommie","423","5"
"Andrius","423","5"
"Favour","423","5"
"Jasper","423","5"
"Romeo","423","5"
"Finbar","423","5"
"John-Paul","423","5"
"Mahad","423","5"
"Mairtin","423","5"
"Nigel","423","5"
"Oluwatobi","423","5"
"T.J.","423","5"
"Vlad","423","5"
"Willie","423","5"
"Camryn","423","5"
"Conn","493","4"
"Mason","493","4"
"Maciej","493","4"
"Marcel","493","4"
"Pawel","493","4"
"Austin","493","4"
"Finlay","493","4"
"Riley","493","4"
"Derry","493","4"
"Andrei","493","4"
"Erik","493","4"
"Leonardo","493","4"
"Markuss","493","4"
"Ted","493","4"
"Zachariah","493","4"
"Frankie","493","4"
"Gerry","493","4"
"Kilian","493","4"
"Mike","493","4"
"Natan","493","4"
"Chris","493","4"
"Kaylem","493","4"
"Maxwell","493","4"
"Pedro","493","4"
"Carlos","493","4"
"Damon","493","4"
"Jackson","493","4"
"Luan","493","4"
"Matteo","493","4"
"Ricky","493","4"
"Tyrese","493","4"
"Wesley","493","4"
"Alvin","493","4"
"Amir","493","4"
"Arturs","493","4"
"Dwayne","493","4"
"Eimhin","493","4"
"Fergus","493","4"
"Hassan","493","4"
"Kaleb","493","4"
"Praise","493","4"
"Roberto","493","4"
"Aodan","493","4"
"Axel","493","4"
"Brad","493","4"
"Bruno","493","4"
"Cahir","493","4"
"Chulainn","493","4"
"Eden","493","4"
"Eoghain","493","4"
"Garry","493","4"
"Jon","493","4"
"Lorenzo","493","4"
"Maitiu","493","4"
"Malik","493","4"
"Manus","493","4"
"Mel","493","4"
"Muiris","493","4"
"Roger","493","4"
"Theodor","493","4"
"Tyrone","493","4"
"Walter","493","4"
"Zane","493","4"
"Amos","493","4"
"Aronas","493","4"
"Caiden","493","4"
"Cailean","493","4"
"Calem","493","4"
"Cianan","493","4"
"Danial","493","4"
"Elvis","493","4"
"Fiach","493","4"
"Garrett","493","4"
"Ilya","493","4"
"Abraham","493","4"
"Che","493","4"
"Douglas","493","4"
"Gustas","493","4"
"Iarlaith","493","4"
"Macdara","493","4"
"Maddox","493","4"
"Moses","493","4"
"Nelson","493","4"
"Rueben","493","4"
"Samir","493","4"
"Stanley","493","4"
"Youcef","493","4"
"Coady","493","4"
"Garreth","493","4"
"Howard","493","4"
"Kieron","493","4"
"Marvin","493","4"
"Mathieu","493","4"
"Mikie","493","4"
"Pablo","493","4"
"Quentin","493","4"
"Setanta","493","4"
"Timur","493","4"
"Adriano","493","4"
"Georgie","493","4"
"Henri","493","4"
"Mubarak","493","4"
"Somtochukwu","493","4"
"Nikodem","596","3"
"Nicolas","596","3"
"Mario","596","3"
"Turlough","596","3"
"Abel","596","3"
"Piotr","596","3"
"Roman","596","3"
"Arnas","596","3"
"Cailum","596","3"
"Casey","596","3"
"Jonas","596","3"
"Larry","596","3"
"Daniels","596","3"
"Emilis","596","3"
"Enoch","596","3"
"Kalum","596","3"
"Kelan","596","3"
"Solomon","596","3"
"Airidas","596","3"
"Brady","596","3"
"Caolain","596","3"
"Christy","596","3"
"Curtis","596","3"
"Finan","596","3"
"Kyran","596","3"
"Nicky","596","3"
"Norbert","596","3"
"Phelim","596","3"
"Raul","596","3"
"Rio","596","3"
"Simeon","596","3"
"Tariq","596","3"
"Alfred","596","3"
"Amin","596","3"
"Beniamin","596","3"
"Collins","596","3"
"Darcy","596","3"
"Destiny","596","3"
"Ernest","596","3"
"Geordan","596","3"
"Joao","596","3"
"Kailum","596","3"
"Kean","596","3"
"Kehinde","596","3"
"Khalid","596","3"
"Kiernan","596","3"
"Kris","596","3"
"Lincoln","596","3"
"Lochlainn","596","3"
"Orin","596","3"
"Paulius","596","3"
"Pavel","596","3"
"Precious","596","3"
"Rehan","596","3"
"Saad","596","3"
"Vladislav","596","3"
"Wisdom","596","3"
"Alejandro","596","3"
"Aleksandr","596","3"
"Alistair","596","3"
"Anand","596","3"
"Barney","596","3"
"Barra","596","3"
"Ciarain","596","3"
"Codey","596","3"
"Culann","596","3"
"Danann","596","3"
"Elisei","596","3"
"Eunan","596","3"
"Jessie","596","3"
"Andres","596","3"
"Aodh","596","3"
"Brodie","596","3"
"Casper","596","3"
"Edvinas","596","3"
"Faolan","596","3"
"Ksawery","596","3"
"Nikolas","596","3"
"Omer","596","3"
"Phoenix","596","3"
"Ruari","596","3"
"Steve","596","3"
"Umar","596","3"
"Alberto","596","3"
"Albin","596","3"
"Alin","596","3"
"Antony","596","3"
"Bryn","596","3"
"Carraig","596","3"
"Clement","596","3"
"Clive","596","3"
"Coilin","596","3"
"Conaill","596","3"
"Deacon","596","3"
"Derrick","596","3"
"Edgar","596","3"
"Fawaz","596","3"
"Gavan","596","3"
"Hamish","596","3"
"Haroldas","596","3"
"Idris","596","3"
"Ilias","596","3"
"Ismail","596","3"
"Kaelum","596","3"
"Karolis","596","3"
"Lauris","596","3"
"Lughaidh","596","3"
"Marley","596","3"
"Nico","596","3"
"Oluwafemi","596","3"
"Oluwaseyi","596","3"
"Oluwasijibomi","596","3"
"Osgar","596","3"
"Ricards","596","3"
"Sol","596","3"
"Taiwo","596","3"
"Vince","596","3"
"Yahya","596","3"
"Cronan","596","3"
"Darwin","596","3"
"Gian","596","3"
"Jericho","596","3"
"Kalel","596","3"
"Kristof","596","3"
"Mahmud","596","3"
"Mohd","596","3"
"Xin","596","3"
"Tynan","596","3"
"Bright","596","3"
"Cale","596","3"
"Finnin","596","3"
