"Name","Rank","Number of Births"
"Frankie","764","3"
"Ieva","764","3"
"Jocelyn","764","3"
"Kaiya","764","3"
"Kaylie","764","3"
"Lacie","764","3"
"Luca","764","3"
"Marika","764","3"
"Maxine","764","3"
"Mija","764","3"
"Mila","764","3"
"Moira","764","3"
"Neidin","764","3"
"Noinin","764","3"
"Rebeca","764","3"
"Rhona","764","3"
"Saidhbh","764","3"
"Sheila","764","3"
"Susie","764","3"
"Tierna","764","3"
"Tilly","764","3"
"Tina","764","3"
"Vicky","764","3"
"Whitney","764","3"
"Aibha","764","3"
"Aishat","764","3"
"Amirat","764","3"
"Ana-Maria","764","3"
"Anastacia","764","3"
"Angeline","764","3"
"Angelique","764","3"
"Ann marie","764","3"
"Anna-Leigh","764","3"
"Annika","764","3"
"Aoishe","764","3"
"Arina","764","3"
"Avah","764","3"
"Beatriz","764","3"
"Blanaid","764","3"
"Bryanna","764","3"
"Ceadaoin","764","3"
"Ceri","764","3"
"Charlize","764","3"
"Christabel","764","3"
"Ciana","764","3"
"Clarisse","764","3"
"Danika","764","3"
"Debbie","764","3"
"Desiree","764","3"
"Eavan","764","3"
"Eimer","764","3"
"Ele","764","3"
"Ericka","764","3"
"Eveline","764","3"
"Fiana","764","3"
"Gwyneth","764","3"
"Ilana","764","3"
"Ivana","764","3"
"Jayden","764","3"
"Jennie","764","3"
"Johannah","764","3"
"Justine","764","3"
"Kady","764","3"
"Kaelyn","764","3"
"Kaleigh","764","3"
"Kaylagh","764","3"
"Kaylin","764","3"
"Kelly-Anne","764","3"
"Kia","764","3"
"Kiah","764","3"
"Kori","764","3"
"Laurie","764","3"
"Leagh","764","3"
"Li","764","3"
"Lilli","764","3"
"Lucinda","764","3"
"Lynne","764","3"
"Maedhbh","764","3"
"Marcella","764","3"
"Marguerite","764","3"
"Mariana","764","3"
"Marisa","764","3"
"Meda","764","3"
"Millicent","764","3"
"Mona","764","3"
"Muirne","764","3"
"Nan","764","3"
"Nana","764","3"
"Nichola","764","3"
"Olamide","764","3"
"Oluwaseyifunmi","764","3"
"Onyinyechi","764","3"
"Oyinkansola","764","3"
"Queen","764","3"
"Rawan","764","3"
"Rhian","764","3"
"Rhiana","764","3"
"Rhyanna","764","3"
"Rida","764","3"
"Rugile","764","3"
"Ryanne","764","3"
"Sarah-Louise","764","3"
"Seoda","764","3"
"Shanice","764","3"
"Shannen","764","3"
"Shiofra","764","3"
"Suzie","764","3"
"Yi","764","3"
