"Name","Rank","Number of Births"
"Lindsay","214","19"
"Eva","222","18"
"Alexandra","222","18"
"Martha","222","18"
"Maura","222","18"
"Sonia","222","18"
"Annette","222","18"
"Antoinette","222","18"
"Cheryl","222","18"
"Janice","222","18"
"Rosaleen","222","18"
"Eadaoin","232","17"
"Aislinn","232","17"
"Johanna","232","17"
"Vicky","232","17"
"Marguerite","232","17"
"Robyn","237","16"
"Clara","237","16"
"Cora","237","16"
"Nadia","237","16"
"Simone","237","16"
"Kimberly","237","16"
"Colleen","237","16"
"Fionnuala","237","16"
"Kimberley","237","16"
"Sonya","237","16"
"Tina","237","16"
"Clair","237","16"
"Kathy","237","16"
"Majella","237","16"
"Siobhain","237","16"
"Sophia","252","15"
"Karina","252","15"
"Jenny","252","15"
"Orlagh","252","15"
"Vivienne","252","15"
"Monica","252","15"
"Wendy","252","15"
"Brona","252","15"
"Nuala","252","15"
"Triona","252","15"
"Kayleigh","262","14"
"Carly","262","14"
"Serena","262","14"
"Julianne","262","14"
"Celine","262","14"
"Rita","262","14"
"Kirsty","262","14"
"Allison","262","14"
"Cara","270","13"
"Cliodhna","270","13"
"Neasa","270","13"
"Joy","270","13"
"Leonie","270","13"
"Sylvia","270","13"
"Selina","270","13"
"Treasa","270","13"
"Norma","270","13"
"Patrice","270","13"
"Dearbhla","280","12"
"Kerri","280","12"
"Nikita","280","12"
"Ashleigh","280","12"
"Sheena","280","12"
"Celina","280","12"
"Alma","280","12"
"Cathriona","280","12"
"Debbie","280","12"
"Shirley","280","12"
"Aoibheann","290","11"
"Alicia","290","11"
"Bronagh","290","11"
"Amie","290","11"
"Dara","290","11"
"Orna","290","11"
"Hilary","290","11"
"Winifred","290","11"
"Agnes","290","11"
"Bernice","290","11"
"Lee","290","11"
"Leslie","290","11"
"Lynne","290","11"
"Michele","290","11"
"Saoirse","304","10"
"Lara","304","10"
"Michaela","304","10"
"Alanna","304","10"
"Meabh","304","10"
"Blathnaid","304","10"
"Diana","304","10"
"Meadhbh","304","10"
"Kiera","304","10"
"Blaithin","304","10"
"Meghan","304","10"
"Dayna","304","10"
"Jayne","304","10"
"Katrina","304","10"
"Davina","304","10"
"Kylie","304","10"
"Olive","304","10"
"Adrienne","304","10"
"Belinda","304","10"
"Carolyn","304","10"
"Dolores","304","10"
"Justine","304","10"
"Nichola","304","10"
"Vicki","304","10"
"Rosanne","304","10"
"Keira","329","9"
"Claudia","329","9"
"Sally","329","9"
"Genevieve","329","9"
"Kristina","329","9"
"Adele","329","9"
"Karla","329","9"
"Tammy","329","9"
"Norah","329","9"
"Dorothy","329","9"
"Eibhlin","329","9"
"Fidelma","329","9"
"Lianne","329","9"
"Oonagh","329","9"
"Leeann","329","9"
"Eve","344","8"
"Lena","344","8"
"Erika","344","8"
"Toni","344","8"
"Cassandra","344","8"
"Marina","344","8"
"Cait","344","8"
"Dervla","344","8"
"Aedin","344","8"
"Dearbhail","344","8"
"Eithne","344","8"
"Darina","344","8"
"Debra","344","8"
"Roseanne","344","8"
"Leeanne","344","8"
"Abigail","359","7"
"Amelia","359","7"
"Shannon","359","7"
"Faye","359","7"
"Siofra","359","7"
"Alana","359","7"
"Hollie","359","7"
"Elena","359","7"
"Lia","359","7"
"Kerry","359","7"
"Joyce","359","7"
"Keri","359","7"
"Mandy","359","7"
"Susanna","359","7"
"Anneka","359","7"
"Carina","359","7"
"Gail","359","7"
"Kelley","359","7"
"Leigh","359","7"
"Loretta","359","7"
"Marcella","359","7"
"Trudy","359","7"
"Ella","381","6"
"Isabelle","381","6"
"Sadhbh","381","6"
"Jodie","381","6"
"Gabrielle","381","6"
"Sasha","381","6"
"Elisha","381","6"
"Stella","381","6"
"Nessa","381","6"
"Esther","381","6"
"Angelina","381","6"
"Gina","381","6"
"Rosanna","381","6"
"Aifric","381","6"
"Cecilia","381","6"
"Rosemarie","381","6"
"Imelda","381","6"
"Jackie","381","6"
"Jeanette","381","6"
"June","381","6"
"Noeleen","381","6"
"Noirin","381","6"
"Ursula","381","6"
"Zita","381","6"
"Marita","381","6"
"Tracie","381","6"
"Alannah","407","5"
"Isobel","407","5"
"Alisha","407","5"
"Laoise","407","5"
"Naoise","407","5"
"Keelin","407","5"
"Riona","407","5"
"Caragh","407","5"
"Courtney","407","5"
"Rebekah","407","5"
"Francesca","407","5"
"Tiffany","407","5"
"Anastasia","407","5"
"Kiara","407","5"
"Madeline","407","5"
"Lillian","407","5"
"Judy","407","5"
"Cynthia","407","5"
"Judith","407","5"
"Gwen","407","5"
"Rhona","407","5"
"Bairbre","407","5"
"Carole","407","5"
"Collette","407","5"
"Doreen","407","5"
"Dympna","407","5"
"Jenifer","407","5"
"Laurie","407","5"
"Nichole","407","5"
"Philippa","407","5"
"Roseann","407","5"
"Rowena","407","5"
"Johanne","407","5"
"Liane","407","5"
"Sharleen","407","5"
"Ava","442","4"
"Lily","442","4"
"Isabella","442","4"
"Aoibhinn","442","4"
"Jasmine","442","4"
"Lucia","442","4"
"Kirsten","442","4"
"Chantelle","442","4"
"Heidi","442","4"
"Maebh","442","4"
"Daniella","442","4"
"Shonagh","442","4"
"Leanna","442","4"
"Olga","442","4"
"Dana","442","4"
"Julieanne","442","4"
"Selena","442","4"
"Carley","442","4"
"Olwyn","442","4"
"Racheal","442","4"
"Ann-Marie","442","4"
"Bebhinn","442","4"
"Ceire","442","4"
"Eunice","442","4"
"Dearbhaile","442","4"
"Roberta","442","4"
"Charmaine","442","4"
"Ciana","442","4"
"Coleen","442","4"
"Daphne","442","4"
"Eavan","442","4"
"Eimhear","442","4"
"Finola","442","4"
"Jeanne","442","4"
"Jo","442","4"
"Joelle","442","4"
"Jolene","442","4"
"Katriona","442","4"
"Kirstie","442","4"
"Lyndsay","442","4"
"Marisa","442","4"
"Roslyn","442","4"
"Susanne","442","4"
"Terri","442","4"
"Thomasina","442","4"
"Breege","442","4"
"Corinne","442","4"
"Eveleen","442","4"
"Leane","442","4"
"Sharlene","442","4"
"Mia","492","3"
"Isabel","492","3"
"Casey","492","3"
"Yasmin","492","3"
"Annabel","492","3"
"Phoebe","492","3"
"Lana","492","3"
"Beatrice","492","3"
"Eliza","492","3"
"Pia","492","3"
"Cleo","492","3"
"Madeleine","492","3"
"Greta","492","3"
"Seana","492","3"
"Iona","492","3"
"Tamara","492","3"
"Connie","492","3"
"Iris","492","3"
"Kira","492","3"
"Sian","492","3"
"Susannah","492","3"
"Amiee","492","3"
"Larissa","492","3"
"Meagan","492","3"
"Antonia","492","3"
"Ceara","492","3"
"Derval","492","3"
"Harriet","492","3"
"Isolde","492","3"
"Kaylee","492","3"
"Meaghan","492","3"
"Mikaela","492","3"
"Ailis","492","3"
"Chantal","492","3"
"Lavinia","492","3"
"Marlene","492","3"
"Ingrid","492","3"
"Marguerita","492","3"
"Maxine","492","3"
"Melisa","492","3"
"Orlaigh","492","3"
"Vivien","492","3"
"Adeline","492","3"
"Alaine","492","3"
"Alyson","492","3"
"Annika","492","3"
"Ashton","492","3"
"Beverley","492","3"
"Catherina","492","3"
"Corina","492","3"
"Danika","492","3"
"Dianne","492","3"
"Francine","492","3"
"Freda","492","3"
"Gerardine","492","3"
"Ita","492","3"
"Janette","492","3"
"Kathrina","492","3"
"Kirstin","492","3"
"Labhaoise","492","3"
"Laurna","492","3"
"Leana","492","3"
"Letitia","492","3"
"Melinda","492","3"
"Mona","492","3"
"Naoimh","492","3"
"Nathalie","492","3"
"Nollaig","492","3"
"Olwen","492","3"
"Rona","492","3"
"Roseanna","492","3"
"Roxanne","492","3"
"Shaunagh","492","3"
"Thelma","492","3"
"Yvette","492","3"
"Ailisha","492","3"
"Annita","492","3"
"Breid","492","3"
"Carlyn","492","3"
"Charelene","492","3"
"Eugenia","492","3"
"Jan","492","3"
"Joann","492","3"
"Katherina","492","3"
"Kathlene","492","3"
"Lynnette","492","3"
"Maresa","492","3"
"Mellissa","492","3"
"Patrina","492","3"
"Richelle","492","3"
"Terry","492","3"
"Vickie","492","3"
