"Name","Rank","Number of Births"
"Eithne","261","16"
"Moira","261","16"
"Rosemarie","261","16"
"Doreen","261","16"
"Kathy","261","16"
"Oonagh","261","16"
"Zoe","273","15"
"Cliodhna","273","15"
"Kellie","273","15"
"Neasa","273","15"
"Louisa","273","15"
"Madeline","273","15"
"Genevieve","273","15"
"Davina","273","15"
"Gina","273","15"
"Bernice","273","15"
"Hilda","273","15"
"Patrice","273","15"
"Priscilla","273","15"
"Katie","286","14"
"Hannah","286","14"
"Nessa","286","14"
"Simone","286","14"
"Julianne","286","14"
"Leonie","286","14"
"Ingrid","286","14"
"Carole","286","14"
"Jeanette","286","14"
"Lee","286","14"
"Loraine","286","14"
"Trina","286","14"
"Johanne","286","14"
"Stella","299","13"
"Erika","299","13"
"Lynne","299","13"
"Sue","299","13"
"Aimee","303","12"
"Muireann","303","12"
"Lena","303","12"
"Aislinn","303","12"
"Antonia","303","12"
"Dervla","303","12"
"Treasa","303","12"
"Corina","303","12"
"Gayle","303","12"
"Thelma","303","12"
"Corinna","303","12"
"Katherina","303","12"
"Nadia","315","11"
"Orlagh","315","11"
"Agnes","315","11"
"Dorothy","315","11"
"Kathrina","315","11"
"Demelza","315","11"
"Sophie","321","10"
"Bronagh","321","10"
"Orna","321","10"
"Colleen","321","10"
"Gloria","321","10"
"Annmarie","321","10"
"Eibhlin","321","10"
"Averil","321","10"
"Sebrina","321","10"
"Orlaith","330","9"
"Isobel","330","9"
"Carrie","330","9"
"Cynthia","330","9"
"Norah","330","9"
"Brona","330","9"
"Cecilia","330","9"
"Carina","330","9"
"Debbie","330","9"
"Leslie","330","9"
"Lucinda","330","9"
"Nollaig","330","9"
"Yvette","330","9"
"Joann","330","9"
"Leeann","330","9"
"Petrina","330","9"
"Eve","346","8"
"Clara","346","8"
"Alicia","346","8"
"Eadaoin","346","8"
"Kiera","346","8"
"Anastasia","346","8"
"Judy","346","8"
"Cait","346","8"
"Gwen","346","8"
"Collette","346","8"
"Darina","346","8"
"Dympna","346","8"
"Ethna","346","8"
"Jeanne","346","8"
"Karan","346","8"
"Rosalind","346","8"
"Cathrina","346","8"
"Nicole","363","7"
"Erin","363","7"
"Amelia","363","7"
"Aoibheann","363","7"
"Doireann","363","7"
"Gabrielle","363","7"
"Claudia","363","7"
"Juliette","363","7"
"Jenny","363","7"
"Lillian","363","7"
"Karla","363","7"
"Selina","363","7"
"Elva","363","7"
"Camilla","363","7"
"Anthea","363","7"
"Debra","363","7"
"Gretta","363","7"
"Ita","363","7"
"Janine","363","7"
"Katriona","363","7"
"Lynsey","363","7"
"Marisa","363","7"
"Muriel","363","7"
"Roseanne","363","7"
"Roslyn","363","7"
"Tania","363","7"
"Thomasina","363","7"
"Leone","363","7"
"Abigail","391","6"
"Sophia","391","6"
"Lara","391","6"
"Laoise","391","6"
"Jenna","391","6"
"Ashley","391","6"
"Kirsten","391","6"
"Nadine","391","6"
"Caragh","391","6"
"Blathnaid","391","6"
"Elisha","391","6"
"Kerri","391","6"
"Jemma","391","6"
"Elisa","391","6"
"Renee","391","6"
"Celina","391","6"
"Ramona","391","6"
"Aveen","391","6"
"Breeda","391","6"
"Concepta","391","6"
"Cornelia","391","6"
"Finola","391","6"
"Kelley","391","6"
"Naoimh","391","6"
"Rona","391","6"
"Rowena","391","6"
"Trudy","391","6"
"Marita","391","6"
"Treacy","391","6"
"Keelin","420","5"
"Keira","420","5"
"Lucia","420","5"
"Riona","420","5"
"Maebh","420","5"
"Sadie","420","5"
"Blaithin","420","5"
"Jamie","420","5"
"Francesca","420","5"
"Kiara","420","5"
"Jayne","420","5"
"Iris","420","5"
"Delia","420","5"
"Rosanna","420","5"
"Bebhinn","420","5"
"Lavinia","420","5"
"Lindsey","420","5"
"Bridie","420","5"
"Felicity","420","5"
"Susanna","420","5"
"Bairbre","420","5"
"Charmaine","420","5"
"Claudine","420","5"
"Daphne","420","5"
"Eavan","420","5"
"Eimer","420","5"
"Gertrude","420","5"
"Gwendoline","420","5"
"Jolene","420","5"
"Justine","420","5"
"Karyn","420","5"
"Leann","420","5"
"Leigh","420","5"
"Lindsay","420","5"
"Marilyn","420","5"
"Melinda","420","5"
"Olwen","420","5"
"Paulette","420","5"
"Sheelagh","420","5"
"Vera","420","5"
"Vicki","420","5"
"Charleen","420","5"
"Corrina","420","5"
"Edele","420","5"
"Jan","420","5"
"Rosanne","420","5"
"Zelda","420","5"
"Holly","467","4"
"Isabel","467","4"
"Alexandra","467","4"
"Jade","467","4"
"Elena","467","4"
"Juliet","467","4"
"Lea","467","4"
"Kara","467","4"
"Annabel","467","4"
"Angelina","467","4"
"Cleo","467","4"
"Isla","467","4"
"Seana","467","4"
"Bronwyn","467","4"
"Cassandra","467","4"
"Julieanne","467","4"
"Ceara","467","4"
"Derval","467","4"
"Aedin","467","4"
"Etain","467","4"
"Eugenie","467","4"
"Lelia","467","4"
"Hanora","467","4"
"Ide","467","4"
"Maxine","467","4"
"Vicky","467","4"
"Vivian","467","4"
"Adeline","467","4"
"Angelique","467","4"
"Assumpta","467","4"
"Attracta","467","4"
"Beverley","467","4"
"Cariosa","467","4"
"Edelle","467","4"
"Ester","467","4"
"Jacintha","467","4"
"Jo","467","4"
"Letitia","467","4"
"Liza","467","4"
"Margarita","467","4"
"Monique","467","4"
"Myra","467","4"
"Philippa","467","4"
"Selene","467","4"
"Taragh","467","4"
"Terri","467","4"
"Breege","467","4"
"Eveleen","467","4"
"Kathriona","467","4"
"Lenore","467","4"
"Marsha","467","4"
"Phyllis","467","4"
"Sharlene","467","4"
"Shiona","467","4"
"Suellen","467","4"
"Susann","467","4"
"Lauren","523","3"
"Saoirse","523","3"
"Megan","523","3"
"Isabelle","523","3"
"Caitlin","523","3"
"Sadhbh","523","3"
"Isabella","523","3"
"Faye","523","3"
"Michaela","523","3"
"Meabh","523","3"
"Naoise","523","3"
"Hayley","523","3"
"Natalia","523","3"
"Daisy","523","3"
"Emilia","523","3"
"Carly","523","3"
"Tessa","523","3"
"Imogen","523","3"
"Annabelle","523","3"
"Madeleine","523","3"
"Nell","523","3"
"Pearl","523","3"
"Sian","523","3"
"Billie","523","3"
"Selena","523","3"
"Haley","523","3"
"Harriet","523","3"
"Honor","523","3"
"Kirsty","523","3"
"Lilian","523","3"
"Olwyn","523","3"
"Penelope","523","3"
"Racheal","523","3"
"Sabina","523","3"
"Astrid","523","3"
"Cecelia","523","3"
"Dearbhail","523","3"
"Edith","523","3"
"Estelle","523","3"
"Lyndsey","523","3"
"Daire","523","3"
"Roberta","523","3"
"Anastatia","523","3"
"Angeline","523","3"
"Anne-Marie","523","3"
"Aoifa","523","3"
"Berenice","523","3"
"Carolynn","523","3"
"Cherie","523","3"
"Clionadh","523","3"
"Coleen","523","3"
"Crona","523","3"
"Dervilla","523","3"
"Dianne","523","3"
"Dymphna","523","3"
"Evanne","523","3"
"Fionnula","523","3"
"Fleur","523","3"
"Freda","523","3"
"Gladys","523","3"
"Hillary","523","3"
"Janelle","523","3"
"Jenifer","523","3"
"Joleen","523","3"
"Karena","523","3"
"Karin","523","3"
"Keara","523","3"
"Lauretta","523","3"
"Lianne","523","3"
"Lucille","523","3"
"Mairin","523","3"
"Margarite","523","3"
"Marjorie","523","3"
"Meave","523","3"
"Mona","523","3"
"Nathalie","523","3"
"Noleen","523","3"
"Rena","523","3"
"Roseann","523","3"
"Roseanna","523","3"
"Shelley","523","3"
"Sonja","523","3"
"Verona","523","3"
"Aoiffe","523","3"
"Breid","523","3"
"Caren","523","3"
"Catharina","523","3"
"Catheriona","523","3"
"Cathrine","523","3"
"Corinne","523","3"
"Davida","523","3"
"Elayne","523","3"
"Emir","523","3"
"Fionna","523","3"
"Gobnait","523","3"
"Gwendolyn","523","3"
"Jeannette","523","3"
"Joeline","523","3"
"Leisa","523","3"
"Lyn","523","3"
"Maresa","523","3"
"Naomh","523","3"
"Nathania","523","3"
"Noelette","523","3"
"Norita","523","3"
"Oilbhe","523","3"
"Richella","523","3"
"Rosina","523","3"
"Sabrena","523","3"
"Sebrena","523","3"
"Shiobhan","523","3"
"Stacy","523","3"
"Terry","523","3"
